description,name,price,url
Prestige series. Body: Alder. Bolt-on neck: S-Tech Wood roasted maple. Fretboard: S-Tech Wood roasted maple. Black dot fretboard inlays. Neck profile: AZ oval (thickness 1st fret 21 mm / thickness 12th fret 23 mm). Scale length: 648 mm. Fretboard radius: 305 mm. Nut width: 42 mm. Bone nut. 22 Jumbo stainless steel frets. Pickups: 1 Seymour Duncan Hyperion humbucker (bridge) and 2 Seymour Duncan Hyperion single coils (middle and neck). 1 x Volume and 1 x tone control. 5-Way switch. Alter Switch offers extended pickup combination options. Gotoh T1802 tremolo. Gotoh Magnum Locking machine heads with H.A.P.. Chrome hardware. Strings: Daddario EXL110 .010 - .046. Colour: Black. Includes case. Made in Japan. Electric Guitar,Ibanez AZ2204B-BK Prestige,"€1,980",https://www.thomann.de/ie/ibanez_az2204b_bk_prestige.htm
Premium series. Body: Basswood. Top: Poplar burl. Bolt-on neck: Roasted maple. Fretboard: Roasted maple. Fretboard inlays: Black dots. Neck profile: AZ Oval C (thickness 1st fret 21 mm / thickness 12th fret 23 mm). Scale: 648 mm. Fretboard radius: 305 mm. Nut width: 42 mm. Graph Tech nut. 22 Jumbo frets. Pickup: 1 Seymour Duncan Hyperion humbucker (bridge) 2 Seymour Duncan Hyperion single coils (middle and neck). 1 Volume control and 1 tone control. 5-Way switch. Alter Switch offers extended pickup combination options. Gotoh T1502 tremolo. Gotoh MG-T locking machine heads. Chrome hardware. Ex-factory stringing: D'Addario EXL110 .010 - .046. Colour: Cerulean Blue Burst. Gigbag included. Electric Guitar,Ibanez AZ226PB-CBB Premium,"€1,290",https://www.thomann.de/ie/ibanez_az226pb_cbb_premium.htm
Deluxe Series. Body: Mahogany. Arched top. Top: Maple. Neck: Mahogany. Neck attachment: Set-in. Fretboard: Roasted jatoba. Neck profile: C. Fretboard radius: 350 mm. 24 Frets. Fretboard inlays: White pearloid dots. Body binding: Wood. Scale: 635 mm. Nut width: 42 mm. Nut: Graphite. Pickups: 2 Roswell LAF AlNiCo-5 vintage-style humbuckers. 3-Way switch. Controls: 1 Volume- and 1 tone with push/pull function for coil split. Hardware: DLX chrome. Bridge: DLX GTB wrapover. Machine heads: DLX. Colour: Black high-gloss. Electric Guitar,Harley Benton CST-24 BK B-Stock,€211,https://www.thomann.de/ie/harley_benton_cst_24_bk_b_stock.htm
"FGN J-Standard Odyssey DU TPF; ST-Style Electric Guitar; Body: Ash; Top: Flamed Maple; Neck: Maple; Fingerboard: Rosewood (Dalbergia Latifolia) ; Neck Mount: Bolt-On; 22 Medium frets with circle fretting system; Scale: 648 mm (25,5""); Fingerbard Radius: 250 mm (9,84"") to 350 mm (13,78"") Compound Radius; Pickups: Seymour Duncan Pegasus (Bridge), Seymour Duncan SSL-1 (Middle), Seymour Duncan APS-1  (Neck); Controls: Volume, Tone, Coil-Tap Mini Schalter; Switch: 5-Way; Tremolo: FJTR-S2P; Hardware Finish: Chrome; Tuners: GOTOH SD91-05M; incl. Gig Bag; Colour: Transparent Purple Flat; Made in Japan",FGN J-Standard Odyssey DU TPF,"€1,444",https://www.thomann.de/ie/fgn_j_standard_odyssey_du_tpf.htm
"Body: Mahogany. Neck: Maple. Fretboard: Maple. Black dot fretboard inlays. Neck profile: Slim. Fretboard radius: 304.8 mm (12""). Scale: 647.7 mm (25.5""). Nut width: 43 mm (1.69""). 21 Medium jumbo frets. Pickups: 2 Kramer SC-1 single coils (neck and middle) and HB-1 humbucker (bridge). 1 x Volume and tone controls. 5-Way switch. Kramer traditional tremolo. Colour: Ruby Red. Electric Guitar",Kramer Guitars Focus VT211S Ruby Red,€129,https://www.thomann.de/ie/kramer_guitars_focus_vt211s_ruby_red.htm
"Ergonomically shaped sapele body. Bolt-on neck: Roasted Canadian maple. Fretboard: Maple. Fretboard inlays: Black dots. Body binding. Neck profile: Modern ""C"". Fretboard radius: 305 mm. Scale: 648 mm. Nut width: 42 mm. Nu-Bone nut. 22 Medium jumbo stainless steel frets. Pickups: Roswell LAF-B-CR AlNiCo-5 (bridge) - Roswell LAF-N-CR AlNiCo-5 (neck) humbucker. 3-Way switch. Pickup switch: Single coil / Humbucker. 1 Master volume control and 1 master tone control. Wilkinson 50IIK 2-Point tremolo. Matte nickel hardware. WSC staggered locking die-cast machine heads. Single roller string retainer. Ex-factory stringing: .010 - .046. Colour: Gloss Silver Sparkle. Electric Guitar",Harley Benton Fusion-II HH Roasted S B-Stock,€329,https://www.thomann.de/ie/harley_benton_fusion_ii_hh_roasted_s_b_stock.htm
"Body: Mahogany. Bolt-on neck: Maple, wenge. Fretboard: Ebony. Neck profile: Super Wizard HP - thickness at 1st fret: 17 mm, thickness at 12th fret: 19 mm. Fretboard radius: 430 mm. Fretboard inlays: Offset mother-of-pearl dots. 24 Stainless steel jumbo frets. Nut width: 43 mm. Scale: 648 mm. Pickups: Fishman Fluence modern ceramic (bridge) and Fishman Fluence modern AlNiCo (neck) humbuckers. Volume and tone control. Switch: 3-Way switch. Voicing switch. Gibraltar Standard II bridge. Gotoh MG-T locking machine heads. Original stringing: .010 - .046. Colour: Burgundy metallic flat. Includes case. Made in Japan. Electric Guitar",Ibanez RG5121-BCF,"€1,725",https://www.thomann.de/ie/ibanez_rg5121_bcf.htm
"Pro-Mod series. Body: Alder. Top: Poplar. Bolt-on neck: Maple. Fretboard: Maple. Offset black dots fretboard inlays. Scale length: 648 mm (25.51""). Compound fingerboard radius: 305 mm (12"") to 406 mm (16""). Nut width: 43 mm (1.69""). Floyd Rose 1000 Locking nut. 24 Jumbo frets. Pickups: 1 Seymour Duncan Custom Full Shred SH-10B humbucker (bridge), 1 Seymour Duncan Custom Flat Strat SSL-6 Single Coil (middle) and 1 Seymour Duncan Custom Flat Strat SSL-6 RWRP Single Coil (neck). 1 x Volume and 1 x tone control. 5-Way switch. Floyd Rose 1000 Double-Locking Tremolo (Recessed). Charvel-Branded DieCast machine heads. Black hardware. Strings: NPS .009 - .042. Colour: Purple Sunset. Electric Guitar",Charvel Pro-Mod DK24 HSS FR PrplSunset,€990,https://www.thomann.de/ie/charvel_pro_mod_dk24_hss_fr_prplsunset.htm
"Body: Silver leaf maple. Neck: Maple. Fretboard: Indian Laurel. 22 Frets. Scale: 647.7 mm (25.5""). Fretboard radius: 304.8 mm (12""). Nut width: 41.91 mm (1.65""). Nut: Graphtech. Bridge / Tailpiece: Hardtail. Pickups: 2 Godin GS-1 Single Coils (neck and middle) and 1 Godin Custom Humbucker (bridge). 1 x Push-pull tone and 1 x volume control. 5-Way switch. 18: 1 Machine heads. Finish: Semi Gloss. Colour: Matte Black. Electric Guitar",Godin Session HT Matte Black RN,€719,https://www.thomann.de/ie/godin_session_ht_matte_black_rn.htm
"Jeff Hanneman Signature Model. Body: Alder. Neck-thru-body: Maple. Fretboard: Makassar ebony. Scale: 648 mm (25.5""). Nut width: 42 mm (1.65""). Locking nut. Neck profile: Extra Thin U. 24 Extra jumbo frets. Pickups: Active EMG 81 (bridge) and EMG 85 (neck) humbucker. Volume and sound controls. 3-Way toggle switch. Kahler hybrid tremolo. Grover machine heads. Black hardware. Ex-factory stringing: D'Addario XL120 (009.-042.). Colour: Black. Case included. Electric Guitar",ESP LTD JH 600 BLK,"€1,533",https://www.thomann.de/ie/esp_ltd_jh_600_blk.htm
"Electric Guitar. Ergonomically shaped body. Body: Sapele. Neck: Canadian Hard Rock maple. Neck attachment: Bolt-on. Fretboard: Ebony. Neck profile: Modern C. Neck thickness at the 1st fret: 21 mm - Neck thickness at the 12th fret: 23 mm. Fretboard inlays: Ivoroid. Frets: 22 Medium jumbo stainless steel. Nut: NuBone. Nut width: 42 mm (1.654""). Scale: 648 mm (25.512""). Fretboard radius: 305 mm (12.008""). Binding: Wood. Matching headstock. Pickups: Roswell LAF-B-CR AlNiCo-5 (bridge) - Roswell-LAF-N-CR AlNiCo-5 (neck) humbuckers. 3-Way switch. Pickup switch: Single Coil/Humbucker. Controls: 1 Master volume, 1 Master tone. Tremolo: Wilkinson 50IIK 2-Point. Hardware: Chrome. Machine heads: WSC staggered locking diecast. Roller string retainer. Original strings: .010 - .046. Colour: Gloss Black. Nylon Gig Bag for Electric Guitar. Made of high quality materials. 20 mm foam padding. Internal dimensions (L x W x D): approx. 105 x 35 x 8 cm. Floor protection on the underside. Rucksack straps. Sheet music pocket. Front pocket 1: approx. 37 x 24 x 5 cm. Front pocket 2: approx. 33 x 11 x 5 cm. Colour: Black. Harley Benton Fusion-II HH EB BK. Thomann E-Guitar Gigbag BK",Harley Benton Fusion-II HH EB BK Bundle,€315,https://www.thomann.de/ie/harley_benton_fusion_ii_hh_eb_bk_bundle.htm
"Charvel Guthrie Govan MJ SD24 CM 3TS; ST-Style Electric Guitar; Body: Basswood; Top: Ash; Neck: Roasted Maple; Fingerboard: Roasted Maple; Neck Mount: Bolt-On; 24 Stainless Steel Jumbo frets; Nut Width: 42,9 mm (1,69""); Scale: 648 mm (25,5""); Fingerbard Radius: 305 mm (12"") to 406 mm (16"") Compound Radius; Pickups: Charvel Custom Humbucker (Bridge), Charvel Custom Single-Coil (Middle), Charvel Custom Humbucker (Neck); Controls: Volume, Tone; Switch: 5-Way, Mini Toggle; Tremolo: Recessed Charvel Locking Tremolo Bridge; Hardware Finish: Chrome; Tuners: Gotoh Locking; incl. Case; Colour: Three-Tone Sunburst; Stock Strings: .010-.046 ",Charvel Guthrie Govan MJ SD24 CM 3TS,"€2,066",https://www.thomann.de/ie/charvel_guthrie_govan_mj_sd24_cm_3ts.htm
"Body: Swamp ash. Top: Flamed maple. Bolt-on neck: Birdseye maple. Fretboard: Birdseye maple. 22 Frets. Scale: 648 mm (25.5""). Compound fretboard radius: 12""- 15.75"". Pickups: 2 Cort Voiced Tone VTH-77 humbuckers. Volume and tone controls. 5-Way switch. Cort CFAIII 2-point tremolo with steel block and steel plate. Locking machine heads. Chrome hardware. Strings: D'Addario EXL120 (009-042) Nickel Wound (Art.. ). Colour: Antique Violin. Electric Guitar",Cort G290 FAT Antique Violi B-Stock,€495,https://www.thomann.de/ie/cort_g290_fat_antique_violi_b_stock.htm
"FGN J-Standard Odyssey Traditional Ivory; ST-Style Electric Guitar; Body: Alder; Neck: Maple; Fingerboard: Rosewood (Dalbergia Latifolia) ; Neck Mount: Bolt-On; 22 Medium frets with circle fretting system; Scale: 648 mm (25,5""); Fingerbard Radius: 250 mm (9,84"") to 350 mm (13,78"") Compound Radius; Pickups: FGN Humbucker (Bridge), FGN Single Coil (Middle), FGN Single Coil (Neck); Controls: Volume, Tone, Coil-Tap Mini Schalter; Switch: 5-Way; Tremolo: FJTR-S2P; Hardware Finish: Chrome; Tuners: GOTOH SD91-05M; incl. Gig Bag; Colour: Ivory; Made in Japan",FGN J-Standard Odyssey Trad. Ivory,"€1,050",https://www.thomann.de/ie/fgn_j_standard_odyssey_trad._ivory.htm
"Custom Shop model. Body: Hand-selected alder. Neck: Maple. Neck profile: U-shape. Fretboard radius: 7.25"". 21 Medium jumbo frets. Pickups: 3 Custom 1969 Strat Single Coils - hand-wound by Abigail. Ybarra. Vintage tremolo. Nickel hardware. Colour: Black. Includes certificate and case. Electric Guitar",Fender Ritchie Blackmore TributeStrat,"€6,499",https://www.thomann.de/ie/fender_ritchie_blackmore_tributestrat.htm
Body: American basswood. Top: Poplar burl. 11-Piece bolt-on neck: Maple / Walnut / Blue wood. Fretboard: Ebony. Mother-of-pearl dot fretboard inlays. Neck profile: Wizard (1st fret thickness 18 mm / 12th fret thickness 20 mm). Scale: 648 mm. Fretboard radius: 400 mm. Nut width: 43 mm. 24 Jescar EVO Gold frets. Pickup: 2 DiMarzio Fusion Edge humbuckers. 1 Volume control and 1 tone control. 3-Way toggle switch. Mono Rail bridge. Gotoh MG-T Locking machine heads. Cosmo Black Hardware. Ex-factory stringing: D'Addario EXL110 .010 - .046. Colour: Charcoal Black Burst. Gig bag included. Electric Guitar,Ibanez RG1121PB-CKB Premium B-Stock,"€1,039",https://www.thomann.de/ie/ibanez_rg1121pb_ckb_premium_b_stock.htm
"Keith Marrow (Conquering Dystopia) Signature Model. Body: Swamp ash. Top: Poplar burl. Neck: Wenge / Maple / Purpleheart with carbon reinforcement. Fretboard: Ebony. Fretboard inlays: Offset / Reverse Circles. Glow-in-the-dark side dots. Neck profile: Ultra Thin C. Compound fretboard radius: 305 - 406.4 mm (12"" - 16""). Scale: 648 mm (25.5""). Nut width: 42 mm (1.65""). Compensated Ernie Ball nut. 24 X-Jumbo frets. Pickups: 2 Fishman Fluence Keith Merrow Custom humbuckers. Volume knob. 3-Way switch. 3-Way mini switch for voicing: Bottom - PAF, middle - Keith Merrow Custom, top - single coil. Hipshot Grip-Lock machine heads. Black hardware. Colour: Transblack burst. Electric Guitar",Schecter Keith Merrow KM-6 MK-I B-Stock,"€1,659",https://www.thomann.de/ie/schecter_keith_merrow_km_6_mk_i_b_stock_476060.htm
Body: Basswood. Bolt-on neck: Canadian maple. Fretboard: Pau Ferro. Neck profile: C. Fretboard radius: 350 mm. 22 Frets. Scale: 648 mm. Nut width: 42 mm. Dual action truss rod. Pickups: 3 Roswell STA Alnico-5 Vintage single coils. 1 Volume knob and 2 tone knobs. 5-Way toggle. Chrome hardware. Synchronised tremolo system. Kluson style machine heads. Colour: Vintage white. Suitable cases: Article no. .  or article no. .  (both not included). Electric Guitar,Harley Benton ST-62 VW Vintage Series,€129,https://www.thomann.de/ie/harley_benton_hbms60_vw.htm
"Schecter Omen Elite-6 FR STBB; ST-Style Electric Guitar; Body: Mahogany (Khaya Ivorensis); Top: Burl; Neck: Maple; Fingerboard: Rosewood (Dalbergia Latifolia) ; Neck Mount: Bolt-On; Neck Shape: Thin C; Inlays: Pearloid Lines; 24 X-Jumbo frets; Nut: Floyd Rose Special; Nut Width: 41,3 mm (1,63""); Fingerbard Radius: 356 mm (14""); Thickness at 1st Fret: 20 mm (0,79""); Thickness at 12th Fret: 22 mm (0,87""); Binding: black; Pickups: Schecter Diamond Heretic (Bridge), Schecter Diamond Heretic (Neck); Controls: Volume, Tone; Switch: 3-Way; Tremolo: Floyd Rose Special 'Hot Rod' Locking Tremolo (Schecter Exclusive); Hardware Finish: Black; Tuners: Schecter; Colour: See-Thru Blue Burst; Stock Strings: Ernie Ball Regular Slinky (.010-.046)",Schecter Omen Elite-6 FR STBB,€599,https://www.thomann.de/ie/schecter_omen_elite_6_fr_stbb.htm
"Body: Mahogany. Top: Flamed maple. Neck-through: Maple. Fretboard: Ebony. Offset / Reverse Roman numerals fretboard inlays. Neck profile: Thin U - Thickness at first fret: 19 mm / Thickness at 12th fret: 20 mm. Scale: 648 mm (25.51""). Fretboard radius: 356 mm (14""). Nut width: 41.3 mm (1.63""). Floyd Rose Special nut. 24 X-Jumbo frets. Pickups: 1x EMG 81 humbucker (bridge) and 1x Sustainiac (neck). 1x Volume and 1x Tone control. 2-Way on-off Sustainiac switch / 3-way Sustainiac mode switch (fundamental-mix-harmonic). 3-Way switch. Brige: Floyd Rose Special 'Hot Rod' locking tremolo (Schecter exclusive). Schecter machine heads. Black hardware. Strings: Ernie Ball Regular Slinky (.010 - .046). Colour: Satin charcoal burst. Electric Guitar",Schecter Banshee GT FR S SCB,"€1,199",https://www.thomann.de/ie/schecter_banshee_gt_fr_s_scb.htm
"Fender Squier Affinity Stratocaster HH IL OW; e-guitar; body poplar; maple neck, C-shape; fretboard indian laurel; radius 241mm (9,5""); 21 medium frets; nut width 42mm (1,650""); scale 648mm (25,5""); pickups 2 ceramic humbucker; electronic 1x volume and 1x tone, 3 way switch; 2 point synchronized tremolo with block saddle; finish olympic white",Fender Squier Affinity Strat  B-Stock,€215,https://www.thomann.de/ie/fender_squier_affinity_strat_b_stock_523510.htm
Jeff Beck signature model. Custom shop - artist series. Alder body. Maple neck. C neck profile. Rosewood fretboard (Dalbergia latifolia). 22 Frets. Pickups: 3 Ceramic noiseless dual coils. Synchronised American 2-point tremolo with 6 stainless steel saddles. LSR roller bar. Colour: Surf green. Vintage case included. Electric Guitar,Fender Jeff Beck Custom Shop SFG,"€3,885",https://www.thomann.de/ie/fender_jeff_beck_custom_shop_sfg.htm
"Body: Alder. Bolt-on neck: Maple. Fretboard: Maple. Fretboard inlays: Black dots. Fretboard radius: 241 mm (9.49""). Scale: 648 mm (25.51""). Nut width: 42 mm (1.65""). Bone nut. Neck profile: Soft V. 21 Vintage tall frets. Pickup: 3 Pure Vintage 59 Strat single coils. Master Volume and 2 tone controls. 5-Way toggle switch. Single-layer eggshell pickguard. Pure vintage 6-saddle synchronised tremolo. Nickel/Chrome hardware. Pure Vintage Single Line Fender Deluxe machine heads. Ex-factory stringing: Fender USA 250R NPS .010 - .046 (article no. . ). Colour: Inca Silver. Vintage-Style case included. Made in USA. Electric Guitar",Fender AM Orig. 50 Strat MN INS,"€1,777",https://www.thomann.de/ie/fender_am_orig._50_strat_mn_ins.htm
"Fender 1961 Strat Aged Black over 3 Color Sunburst Heavy Relic, electric guitar, custom shop, alder body, quartersawn roasted maple neck, rosewood fingerboard (dalbergia latifolia), 60s oval ""C"" neck shape, 9.5"" Radius, 21x 6105 frets, hand-wound Fat 60s Strat pickups; 4-ply tortoise pickguard, 5-way switch, vintage modified #2 wiring, vintage-style hardware, color: aged black over 3 color sunburst, incl. case, and certificate of authenticity, made in USA, serial number: CZ551199",Fender 61 Strat ABKo3CS Heavy Relic,"€5,599",https://www.thomann.de/ie/fender_61_strat_abko3cs_heavy_relic.htm
"FGN J-Standard Odyssey Traditional SP; ST-Style Electric Guitar; Body: Alder; Neck: Maple; Fingerboard: Maple; Neck Mount: Bolt-On; 22 Medium frets with circle fretting system; Scale: 648 mm (25,5""); Fingerbard Radius: 250 mm (9,84"") to 350 mm (13,78"") Compound Radius; Pickups: FGN Humbucker (Bridge), FGN Single Coil (Middle), FGN Single Coil (Neck); Controls: Volume, Tone, Coil-Tap Mini Schalter; Switch: 5-Way; Tremolo: FJTR-S2P; Hardware Finish: Chrome; Tuners: GOTOH SD91-05M; incl. Gig Bag; Colour: Shell Pink; Made in Japan",FGN J-Standard Odyssey Trad. SP,"€1,050",https://www.thomann.de/ie/fgn_j_standard_odyssey_trad._sp.htm
"Body: Mahogany. Bolt-on neck: Roasted maple. Fretboard: Roasted maple. Frets: 24 Super jumbo stainless steel. Neck profile: C. Scale: 648 mm. Bridge: Evertune F-type. Machine heads: Solar locking 18:1. Pickups: 1x Duncan Solar Dual rail humbucker, 1x Duncan Solar humbucker. Hardware colour: Black. Colour: Flame ocean blue burst matte. Electric Guitar",Solar Guitars SB1.6FOB Flame Ocean Blue,"€1,059",https://www.thomann.de/ie/solar_guitars_sb1.6fob_flame_ocean_blue.htm
"Body: Poplar. Neck through: Maple. Fretboard: Laurel. Pearloid Sharkfin fretboard inlays. Scale: 648 mm (25.51""). Compound fretboard radius: 304.8 - 406 mm (12""- 16""). Nut Width: 42.86mm (1.69""). Floyd Rose Special Locking nut. 24 Jumbo frets. Pickups: Duncan Designed HB-103B (bridge) and Duncan Designed HB-103N (neck) humbuckers. 1 x Volume and 1 x tone control. 3-Way switch. Milled Floyd Rose Special Double-Locking Tremolo. Jackson Sealed DieCast machine heads. Gold-plated hardware. Strings: NPS .009 ""- .042"". Colour: Satin Black. Electric Guitar",Jackson SLXDX Soloist Satin Black,€659,https://www.thomann.de/ie/jackson_slxdx_x_soloist_satin_black.htm
"Mark Lettieri Signature. Swamp ash body. Maple neck. Maple fretboard. ""Fiore"" neck profile. 22 x Frets. Bird inlays. Fiore flower truss rod cover. 648 mm Scale length. 1 x Fiore-H humbucker, 2x Fiore -S single coil pickups, 1x volume, 2x tone (push / pull). 5-Way blade switch. 2-Point tremlolo. Vintage style machine heads. Nickel hardware. Includes Premium gigbag. Colour: Black Iris. Made in USA. Electric Guitar",PRS Fiore Black Iris,"€2,699",https://www.thomann.de/ie/prs_fiore_black_iris.htm
"Custom Shop. 2-Piece body: Alder. 1-Piece neck: AAA flamed maple. Fretboard: AAA flamed maple. Neck profile: 11/56 Asymmetrical ""V"". Fretboard radius: 184 mm. 21 Frets (6105). Pickups: 3 Handwound Tomatillo single coils. 5-Way switch. Pickguard: Single-ply parchment. Tremolo: C/S vintage-style with flatter ball end holes. Machine heads: Vintage nickel. Finish: Relic. Finish: Surf Green. Includes a case, strap and certificate. Made in the USA. Electric Guitar",Fender 57 Strat Surf Green AAA Relic,"€4,090",https://www.thomann.de/ie/fender_57_strat_surf_green_aaa_relic.htm
"MJ series. Body: Basswood. Neck: Maple. Fretboard: Caramelized maple. Neck attachment: Bolt-on. Inlays: White with black outer ring. 22 Jumbo frets. Nut: Graph Tech TUSQ XL. Nut width: 42.9 mm (1.69""). Scale length: 648 mm (25.51""). Fretboard radius: 508 mm (20""). Pickguard: 1-Ply White. Pickups: Bare Knuckle Ragnarok (bridge), Bare Knuckle Trilogy Suite Single Coil Strat (middle), Bare Knuckle Trilogy Suite Single Coil Strat (neck). Controls: Volume, tone. Switch: 5-Way. Tremolo: Gotoh Custom 510 tremolo. Hardware surface: Chrome. Machine heads: Gotoh die-cast locking. Includes case. Colour: Daphne Blue. Strings: NPS .009 - .042. So-Cal Style 1 Electric Guitar",Jackson SoCal Misha Mansoor 2PT DBL,"€2,333",https://www.thomann.de/ie/jackson_socal_misha_mansoor_2pt_dbl.htm
"Turquoise purfling. Body: Alder. Body top: Flamed maple. Neck: Mahogany. Neck attachment: Glued. Fretboard: Ebony. Inlays: Diamonds with 12th fret. 22 Medium frets. Saddle: Bones. Nut width: 42,9 mm (1,69""). Scale: 648 mm (25.5""). Fretboard radius: 216 mm (8.5""). Pickguard: Annegre. Pickups: Lollar medium (bridge) - Lollar medium (center) - Lollar medium (neck). Controller: 1x Volume - 2x tone. Switch: 5-Way. Tremolo: Chesapeake tremolo. Hardware surface: Nickel. Tuners: Kluson Vintage. Colour: Forest Green (Gloss). Includes case. Made in USA. Electric Guitar",Knaggs Severn T1 Trem Forest Green,"€4,799",https://www.thomann.de/ie/knaggs_severn_t1_trem_forest_green.htm
"NAMM 2020 Custom Shop Model. Body: Selected ash. One-piece tinted neck: AAA birdseye maple. Fretboard: AAA birdseye maple. Neck profile: '54 Soft ""V"". Fretboard radius: 9.5"" - 12"". Nut: Bone. Frets: 22 Medium jumbo. Pickups: 3 Handwound Dual Mag single coils (RWRP middle pickup). 5-Way switch. Vintage Mod#2 wiring. 1 Volume control, 2 Tone control. Pickguard: 3-Ply parchment. Tremolo: C/S Vintage. Machine heads: Sperzel Deluxe with pearloid buttons. String Tree. Hardware: Nickel. Colour: Antique Burst. Includes a Custom Shop deluxe case and a certificate. Electric Guitar",Fender American Custom Strat AB MN,"€4,090",https://www.thomann.de/ie/fender_american_custom_strat_ab_mn.htm
Alder body. Top: Quilted maple. Bolt-on neck: Maple. Rosewood fretboard (Dalbergia latifolia). 22 Frets. Scale: 648 mm. Pickups: 2 Single coils and 1 humbucker. Push/Pull function for coil split. Chrome hardware. Yamaha vintage tremolo. Colour: Caramel Brown. Electric Guitar,Yamaha Pacifica 212V QM CBR,€353,https://www.thomann.de/ie/yamaha_pacifica_212v_qm_cbr.htm
"Fender 59 Strat Super Faded Aged Olympic White Super Heavy Relic MBKM, masterbuild by Kyle McMillin, custom shop, electric guitar, selected alder body, AAA-flamed dark tint maple neck, dark rosewood fretboard (dalbergia latifolia), 60s style oval ""C"" (.790""-.930""), 9,5"" radius, 21x vintage upgrade 45085 frets, clay dot inlays, 3x handwound 60/63 strat single coil pickups, 4-ply tortoise pickguard, 5-way switch, vintage mod wiring#2, C/S vintage tremolo with shallow block holes, vintage gold hardware, color. faded aged olympic white, incl. case, strap & certificate, mad in USA",Fender 59 Strat FAOW Super Relic MBCL,"€8,690",https://www.thomann.de/ie/fender_59_strat_faow_super_relic_mbcl.htm
"MJ Series. Body: Alder. Neck: 3-Piece Maple. Fretboard: Ebony. Neck attachment: Continuous. Inlays: Pearloid Sharkfin. 22 Jumbo frets. Nut: Floyd Rose R3 Locking. Nut width: 42.9 mm (1.69""). Scale length: 648 mm (25.51""). Fretboard Radius: 305 mm (12"") to 406 mm (16"") Compound Radius. Pickups: Seymour Duncan JB TB-4 (bridge), Seymour Duncan Jazz SH-2N (neck). Controls: Volume, Tone. Switch: 3-Way. Tremolo: Gotoh GE1996T Double-Locking Tremolo. Hardware surface: Black. Machine Heads: Gotoh Sealed Die-Cast. Includes case. Colour: Snow White. Strings: NPS .009 - .042. Soloist Electric Guitar",Jackson SL2 Soloist MJ Series SWH,"€2,145",https://www.thomann.de/ie/jackson_sl2_soloist_mj_series_swh.htm
"Fender 1960 Stratocaster Inca Silver Closet Classic MBGF, Masterbuilt by Greg Fessler, custom shop, alder body, tinted maple neck, dark rosewood fretboard (Dalbergia Latifolia), 60s oval ""C"" shape (790""-.930""), neck binding, 9,5"" radius, 21x 6105 frets, pearloid dot inlays, 3x handwound 60s lipstick cover strat single coil pickups, 3-ply eggshell pickguard, 5-way switch, 1x volume, 2x tone, modern strat wiring, vintage style hardware, C/S vintage tremolo, nickel hardware, finish Inca Silver (weather checking finish), incl. case and certificate of authencity, made in USA",Fender 60 Strat Inca Silver CC MBGF,"€7,666",https://www.thomann.de/ie/fender_60_strat_inca_silver_cc_mbgf.htm
"Body: Okoume. Neck: Mahogany. Neck attachment: Bolt-on. Fretboard: Indian rosewood. Fretboard inlays: White dots. Neck profile: Modern elliptical. Fretboard radius: 356 mm (14""). Frets: 24 Stainless steel jumbo. Nut: Graph Tech TUSQ. Nut width: 41.9 mm (1.65""). Scale: 648 mm (25.5""). Pickups: Suhr SSH+ Black (bridge), Suhr SSV Black (neck) humbucker, Suhr ML Standard Black single coil (middle). Controls: 1 Volume, 1 Tone. 5-Way switch. Tremolo: Gotoh 510. Machine heads: Suhr locking. Hardware: Chrome. Strings: D'Addario NYXL1046, .010-.046. Colour: Natural. Includes a gig bag. Made in the USA. Electric Guitar",Suhr Modern Satin HSH NA,"€2,799",https://www.thomann.de/ie/suhr_modern_satin_hsh_na.htm
"PRS Custom 24 Quit 10 Top Pattern Thin ZW Black Gold Burst, limited electric guitar, mahogany body (khaya ivorensis), flamed 10 Top maple top, flamed maple neck, ebony fretboard (diospyros crassiflora), pattern thin neck shape, 635 mm scale, 24 frets, Birds inlays, 2x 85/15 humbucker pickups, 1x volume control, 1x tone control, 5-way blade switch, PRS Patented Tremolo, PRS Phase III Locking tuners, hybrid hardware, colour: Black Gold Burst, incl. PRS case, made in USA,",PRS Custom 24 Quilt 10 Top ZW,"€5,999",https://www.thomann.de/ie/prs_custom_24_quilt_10_top_zw.htm
"Music Man John Petrucci Majesty 7 EG Ember Glow,  7-string electric guitar, John Petrucci signature model, mahogany body (aucoumea klaineana), maple top, mahogany neck (swietenia macrphylla) (neck-thru), ebony fretboard, 24 stainless steel jumbo frets, 648mm scale, 17"" radius, 47,6mm nut width, Schaller M6-IND locking tuners, DiMarzio Dreamcatcher and  Rainmaker humbucker pickups, Custom Music Man JP piezo floating tremolo, Fishman piezo system with adjustable EQ, gain boost via push/push poti, coilsplitting via push/push poti, momentary switch for mono or stereo jack, satin black hardware, finish: Ember Glow, incl. case, made in USA",Music Man John Petrucci Majesty 7 EG,"€4,999",https://www.thomann.de/ie/music_man_john_petrucci_majesty_7_eg_520992.htm
Body: Mahogany. Bolt-on neck: Maple / Jatoba. Fretboard: Ebony. Scale length: 648 mm. Neck profile: C. 24 Super jumbo stainless steel frets. Pickups: 2 Solar humbuckers. Floyd Rose 1000 tremolo with 34 mm block. Solar locking 18: 1 machine heads. Gold-plated hardware. Colour: Flame Natural Matte. Electric Guitar,Solar Guitars SB1.6FRFM Flame Natural,€999,https://www.thomann.de/ie/solar_guitars_sb1.6frfm_flame_natural.htm
